City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
soyo,-6.1349,12.3689,77.83,86,41,2.75,AO,1619411807
sumenep,-7.0167,113.8667,86.25,64,7,11.97,ID,1619411785
tairua,-37.0167,175.85,63.0,68,58,11.01,NZ,1619411847
te anau,-45.4167,167.7167,44.44,79,85,5.79,NZ,1619411847
thinadhoo,0.5333,72.9333,82.65,63,59,2.95,MV,1619411848
touho,-20.7833,165.2333,78.03,68,59,8.48,NC,1619411848
tsiroanomandidy,-18.7667,46.0333,67.64,82,88,3.67,MG,1619411848
tual,-5.6667,132.75,83.21,70,74,9.06,ID,1619411848
tuatapere,-46.1333,167.6833,48.0,68,94,14.0,NZ,1619411848
ulverstone,-41.15,146.1667,66.0,62,21,18.01,AU,1619411848
vao,-22.6667,167.4833,74.43,71,46,15.84,NC,1619411849
victor harbor,-35.5667,138.6167,63.0,78,12,7.07,AU,1619411849
waipawa,-41.4122,175.5153,60.8,48,11,13.8,NZ,1619411850
wollongong,-34.4333,150.8833,73.99,45,1,1.99,AU,1619411850
yulara,-25.2406,130.9889,77.0,20,0,11.5,AU,1619411850
alofi,-19.0595,-169.9187,84.2,74,84,3.44,NU,1619411859
alta floresta,-9.8756,-56.0861,69.87,98,97,3.78,BR,1619411903
altamira,-3.2033,-52.2064,71.96,97,93,0.51,BR,1619411903
amarante do maranhao,-5.5667,-46.7422,71.65,96,100,0.72,BR,1619411903
america dourada,-11.4553,-41.4361,68.2,87,100,4.97,BR,1619411903
ancud,-41.8697,-73.8203,52.0,100,90,5.75,CL,1619411903
antofagasta,-23.65,-70.4,57.2,82,0,4.61,CL,1619411903
aquiraz,-3.9014,-38.3911,78.8,89,0,3.44,BR,1619411903
aripuana,-9.1667,-60.6333,71.4,98,100,3.51,BR,1619411858
arraial do cabo,-22.9661,-42.0278,73.76,88,50,8.19,BR,1619411904
avarua,-21.2078,-159.775,80.6,78,75,5.75,CK,1619411904
ayna,-12.65,-73.9167,57.42,87,14,3.24,PE,1619411904
azul,-36.777,-59.8585,54.59,84,100,4.59,AR,1619411838
bahia de caraquez,-0.6,-80.4167,77.0,78,0,2.3,EC,1619411860
baiao,-2.7906,-49.6717,72.86,97,64,2.26,BR,1619411904
barreiros,-8.8183,-35.1864,76.44,85,60,5.06,BR,1619411905
bataipora,-22.2953,-53.2711,63.52,92,91,4.36,BR,1619411905
bella union,-30.2752,-57.6007,51.31,80,0,6.93,UY,1619411905
belmonte,-15.8631,-38.8828,75.2,83,40,3.44,BR,1619411905
benjamin aceval,-24.9667,-57.5667,59.0,94,0,3.44,PY,1619411905
bom jesus,-9.0744,-44.3586,72.97,87,100,1.7,BR,1619411905
boquira,-12.8231,-42.7306,72.57,74,96,2.57,BR,1619411905
buchanan,5.8808,-10.0467,77.0,94,75,1.45,LR,1619411810
buena vista,-26.1833,-56.0833,54.14,94,0,2.42,PY,1619411906
caceres,-16.0706,-57.6789,66.99,97,100,2.91,BR,1619411906
calama,-22.4667,-68.9333,41.0,33,0,19.57,CL,1619411828
camana,-16.6228,-72.7111,67.46,85,22,7.11,PE,1619411906
campoverde,-8.4753,-74.8058,71.46,98,33,2.24,PE,1619411906
canavieiras,-15.675,-38.9472,73.6,88,9,3.53,BR,1619411855
caravelas,-17.7125,-39.2481,74.12,87,3,6.29,BR,1619411907
careiro da varzea,-3.2003,-59.8119,80.6,89,0,3.44,BR,1619411907
carutapera,-1.195,-46.02,75.58,91,58,4.43,BR,1619411907
castro,-42.4721,-73.7732,52.0,100,90,5.75,CL,1619411907
catamarca,-28.4696,-65.7852,57.0,91,0,1.99,AR,1619411907
cavalcante,-13.7975,-47.4583,68.23,82,100,1.36,BR,1619411907
chicama,-7.8447,-79.1469,67.35,82,11,7.25,PE,1619411907
chimbote,-9.0853,-78.5783,65.05,90,11,7.94,PE,1619411827
chuy,-33.6971,-53.4616,59.16,77,60,8.1,UY,1619411908
cidreira,-30.1811,-50.2056,62.51,68,53,12.48,BR,1619411908
coihaique,-45.5752,-72.0662,45.21,96,78,5.5,CL,1619411908
comodoro rivadavia,-45.8667,-67.5,51.8,71,0,2.3,AR,1619411908
conceicao do araguaia,-8.2578,-49.2647,73.4,94,0,2.3,BR,1619411811
conde,-7.2597,-34.9075,75.2,94,20,4.61,BR,1619411908
conselheiro pena,-19.1722,-41.4722,70.9,89,54,2.01,BR,1619411908
coquimbo,-29.9533,-71.3436,53.6,87,0,2.3,CL,1619411909
coxim,-18.5067,-54.76,67.98,96,100,3.11,BR,1619411846
extrema,-22.8547,-46.3183,66.2,88,0,5.75,BR,1619411909
faanui,-16.4833,-151.75,81.48,63,14,2.64,PF,1619411962
fare,-16.7,-151.0167,81.57,63,3,1.39,PF,1619411963
florida,-33.8333,-55.9167,51.71,90,14,7.4,UY,1619411963
formosa,-26.1775,-58.1781,57.2,100,0,4.61,AR,1619411963
fuerte olimpo,-21.0415,-57.8738,69.13,74,100,4.65,PY,1619411862
general roca,-39.0333,-67.5833,55.4,76,0,8.86,AR,1619411963
georgetown,-7.9333,-14.4167,79.36,66,100,13.78,SH,1619411963
hualmay,-11.0964,-77.6139,65.62,89,15,7.16,PE,1619411859
huarmey,-10.0681,-78.1522,66.94,86,12,8.43,PE,1619411824
ilhabela,-23.7781,-45.3581,71.96,77,93,2.04,BR,1619411860
iquique,-20.2208,-70.1431,62.6,63,0,2.3,CL,1619411964
iquitos,-3.7481,-73.2472,78.8,89,0,4.61,PE,1619411848
itaituba,-4.2761,-55.9836,73.06,98,82,1.39,BR,1619411845
ixtapa,20.7,-105.2,78.01,78,40,2.01,MX,1619411965
juruti,-2.1522,-56.0922,75.04,93,99,2.28,BR,1619411965
jutai,-5.1833,-68.9,72.19,98,100,2.01,BR,1619411965
lages,-27.8161,-50.3261,50.13,99,56,2.8,BR,1619411965
laguna,-28.4825,-48.7808,67.03,80,92,10.92,BR,1619411966
lebu,-37.6167,-73.65,53.92,93,21,10.16,CL,1619411838
macusani,-14.0833,-70.4333,32.74,89,56,3.76,PE,1619411966
maldonado,-34.6667,-54.9167,64.4,68,20,18.41,UY,1619411863
mar del plata,-38.0023,-57.5575,60.01,88,75,3.44,AR,1619411966
mayor pablo lagerenza,-19.9309,-60.7718,61.27,92,65,4.68,PY,1619411967
mineiros,-17.5694,-52.5511,64.26,68,87,3.74,BR,1619411854
mineros,-17.1167,-63.2333,64.4,94,39,6.91,BO,1619411967
moerai,-22.4333,-151.3333,76.93,62,78,7.58,PF,1619411967
morros,-9.4467,-46.3003,71.44,90,100,1.3,BR,1619411968
natal,-5.795,-35.2094,77.0,88,40,3.44,BR,1619411807
necochea,-38.5473,-58.7368,55.0,92,48,4.18,AR,1619411838
neuquen,-38.9516,-68.0591,55.4,76,0,7.27,AR,1619411968
nisia floresta,-6.0911,-35.2086,77.0,88,40,3.44,BR,1619411968
nunoa,-14.48,-70.6411,36.45,82,9,3.96,PE,1619411968
pacasmayo,-7.4006,-79.5714,67.01,83,34,13.02,PE,1619411840
paita,-5.0892,-81.1144,69.85,77,59,11.72,PE,1619411968
palmas de monte alto,-14.2672,-43.1619,74.71,71,83,2.35,BR,1619411969
passo de camaragibe,-9.2368,-35.4901,73.4,94,0,4.61,BR,1619411969
pimenteiras,-6.2453,-41.4192,71.38,83,73,2.53,BR,1619411969
pimentel,-6.8367,-79.9342,64.0,86,29,5.01,PE,1619411969
pio xii,-3.8325,-45.1525,72.82,98,39,2.26,BR,1619411970
pirassununga,-21.9961,-47.4258,63.18,66,95,1.32,BR,1619411970
pisco,-13.7,-76.2167,64.0,88,0,1.14,PE,1619411970
pitimbu,-7.4706,-34.8086,75.2,94,20,4.61,BR,1619411970
pozo colorado,-23.4923,-58.7972,58.39,88,6,5.44,PY,1619411970
puerto leguizamo,-0.1934,-74.7819,72.64,97,100,0.83,CO,1619412023
punta alta,-38.8759,-62.0736,55.54,79,1,7.34,AR,1619412023
punta arenas,-53.15,-70.9167,44.6,93,90,5.75,CL,1619412023
rawson,-43.3002,-65.1023,58.68,54,26,15.73,AR,1619411832
reconquista,-29.15,-59.65,51.03,76,0,5.32,AR,1619411811
ribeira do pombal,-10.8344,-38.5358,70.07,97,59,3.24,BR,1619412023
rikitea,-23.1203,-134.9692,77.81,75,33,5.19,PF,1619412023
rio cuarto,-33.1307,-64.3499,51.01,87,0,5.01,AR,1619411830
rio gallegos,-51.6226,-69.2181,51.8,54,40,12.66,AR,1619411832
rio grande,-32.035,-52.0986,59.0,90,54,1.01,BR,1619412024
rocha,-34.4833,-54.3333,57.13,86,67,7.09,UY,1619412024
san carlos de bariloche,-41.1456,-71.3082,44.01,81,0,4.61,AR,1619412025
san cristobal,-0.9045,-89.6174,75.69,88,2,7.29,EC,1619412025
san francisco,-31.428,-62.0827,54.0,87,0,1.72,AR,1619412025
san jose,-17.9389,-63.3516,64.4,94,41,6.91,BO,1619412025
san pedro de ycuamandiyu,-24.0917,-57.0764,59.22,89,43,4.16,PY,1619412025
santa rosa,-36.6167,-64.2833,49.53,79,0,7.0,AR,1619411809
santiago del estero,-27.7951,-64.2615,59.02,68,0,5.97,AR,1619411839
sao felix do xingu,-6.6447,-51.995,71.83,98,93,1.41,BR,1619412026
sao joao da barra,-21.6403,-41.0511,73.22,93,55,4.76,BR,1619411857
sao jose da coroa grande,-8.8978,-35.1478,77.94,81,44,6.87,BR,1619412027
sao mateus,-18.7161,-39.8589,70.65,97,26,2.73,BR,1619411820
sao miguel do araguaia,-13.275,-50.1628,73.56,83,83,3.47,BR,1619412027
sayan,-11.1361,-77.1933,69.35,75,3,1.05,PE,1619412028
sechura,-5.5569,-80.8222,69.93,76,54,13.53,PE,1619412028
sume,-7.6717,-36.88,67.69,97,9,5.7,BR,1619412028
talara,-4.5772,-81.2719,71.64,75,64,14.94,PE,1619411860
taltal,-25.4,-70.4833,60.84,84,0,0.98,CL,1619412028
tapes,-30.6733,-51.3958,58.48,72,0,11.65,BR,1619412028
tautira,-17.7333,-149.15,80.6,74,20,6.91,PF,1619412029
tonantins,-2.8731,-67.8022,73.8,98,96,1.34,BR,1619412029
trelew,-43.249,-65.3051,58.41,52,40,12.06,AR,1619411806
trinidad,-33.5389,-56.8886,51.8,93,0,7.05,UY,1619412029
ushuaia,-54.8,-68.3,46.4,81,90,3.44,AR,1619412030
vacaria,-28.5122,-50.9339,55.0,68,78,3.0,BR,1619412030
vaini,-21.2,-175.2,82.4,89,75,4.61,TO,1619412030
vila velha,-20.3297,-40.2925,77.0,83,0,2.3,BR,1619412030
vilhena,-12.7406,-60.1458,66.9,99,100,4.5,BR,1619411856
villa maria,-32.4075,-63.2402,48.0,87,0,1.99,AR,1619412030
yurimaguas,-5.9,-76.0833,73.42,97,74,1.14,PE,1619411803
